Name,distance,angle,rvalue_1
Profile,0.000000000000000,18.267621021104954,89.9000015258789
Profile,500.000000000000000,18.267621021104954,89.9000015258789
Profile,1000.000000000000000,18.267621021104954,89.9000015258789
Profile,1500.000000000000000,18.267621021104954,89.9000015258789
Profile,2000.000000000000000,18.267621021104954,89.9000015258789
Profile,2500.000000000000000,18.267621021104954,89.6999969482422
Profile,3000.000000000000000,18.267621021104954,89.6999969482422
Profile,3500.000000000000000,18.267621021104954,89.6999969482422
Profile,4000.000000000000000,18.267621021104954,89.6999969482422
Profile,4500.000000000000000,18.267621021104954,89.6999969482422
Profile,5000.000000000000000,18.267621021104954,89.6999969482422
Profile,5500.000000000000000,18.267621021104954,89.6999969482422
Profile,6000.000000000000000,18.267621021104954,89.6999969482422
Profile,6500.000000000000000,18.267621021104954,89.6999969482422
Profile,7000.000000000000000,18.267621021104954,89.6999969482422
Profile,7500.000000000000000,18.267621021104954,89.6999969482422
Profile,8000.000000000000000,18.267621021104954,89.4000015258789
Profile,8500.000000000000000,18.267621021104954,89.4000015258789
Profile,9000.000000000000000,18.267621021104954,89.4000015258789
Profile,9500.000000000000000,18.267621021104954,89.4000015258789
Profile,10000.000000000000000,18.267621021104954,89.4000015258789
Profile,10500.000000000000000,18.267621021104954,89.4000015258789
Profile,11000.000000000000000,18.267621021104954,89.4000015258789
Profile,11500.000000000000000,18.267621021104954,89.4000015258789
Profile,12000.000000000000000,17.737692397694737,89.4000015258789
Profile,12500.000000000000000,17.737692397694737,89.4000015258789
Profile,13000.000000000000000,17.737692397694737,89.1999969482422
Profile,13500.000000000000000,17.737692397694737,89.1999969482422
Profile,14000.000000000000000,17.737692397694737,89.1999969482422
Profile,14500.000000000000000,17.737692397694737,88.6999969482422
Profile,15000.000000000000000,17.737692397694737,88.6999969482422
Profile,15500.000000000000000,17.737692397694737,88.6999969482422
Profile,16000.000000000000000,17.737692397694737,88.6999969482422
Profile,16500.000000000000000,17.737692397694737,88.6999969482422
Profile,17000.000000000000000,13.873563174619113,88.6999969482422
Profile,17500.000000000000000,13.873563174619113,88.6999969482422
Profile,18000.000000000000000,21.104670753557514,88.6999969482422
Profile,18500.000000000000000,21.104670753557514,88.4000015258789
Profile,19000.000000000000000,31.056412980259509,88.4000015258789
Profile,19500.000000000000000,32.264773727885810,88.4000015258789
Profile,20000.000000000000000,32.264773727885810,88.4000015258789
Profile,20500.000000000000000,33.671307132168629,88.4000015258789
Profile,21000.000000000000000,42.562540525439104,88.4000015258789
Profile,21500.000000000000000,51.087505323482077,88.4000015258789
Profile,22000.000000000000000,51.087505323482077,88.4000015258789
Profile,22500.000000000000000,51.541267408739017,88.4000015258789
Profile,23000.000000000000000,52.035484663795664,88.4000015258789
Profile,23500.000000000000000,52.035484663795664,88.4000015258789
Profile,24000.000000000000000,54.336638759716699,88.4000015258789
Profile,24500.000000000000000,56.607074812594057,87.9000015258789
Profile,25000.000000000000000,48.985022889071693,87.6999969482422
Profile,25500.000000000000000,48.985022889071693,87.6999969482422
Profile,26000.000000000000000,48.985022889071693,87.6999969482422
Profile,26500.000000000000000,46.446102110124500,87.6999969482422
Profile,27000.000000000000000,46.446102110124500,87.6999969482422
Profile,27500.000000000000000,46.446102110124500,87.6999969482422
Profile,28000.000000000000000,46.446102110124500,87.6999969482422
Profile,28500.000000000000000,31.726338268377237,87.6999969482422
Profile,29000.000000000000000,31.726338268377237,87.6999969482422
Profile,29500.000000000000000,31.726338268377237,87.6999969482422
Profile,30000.000000000000000,31.726338268377237,87.6999969482422
Profile,30500.000000000000000,31.726338268377237,87.6999969482422
Profile,31000.000000000000000,31.726338268377237,87.6999969482422
Profile,31500.000000000000000,31.726338268377237,87.5
Profile,32000.000000000000000,25.829371468535019,87
Profile,32500.000000000000000,25.829371468535019,87
Profile,33000.000000000000000,25.829371468535019,87
Profile,33500.000000000000000,25.829371468535019,87
Profile,34000.000000000000000,25.829371468535019,87
Profile,34500.000000000000000,25.829371468535019,87
Profile,35000.000000000000000,25.829371468535019,87
Profile,35500.000000000000000,25.829371468535019,87
Profile,36000.000000000000000,25.829371468535019,87
Profile,36500.000000000000000,25.829371468535019,87
Profile,37000.000000000000000,22.536198347763481,87
Profile,37500.000000000000000,22.536198347763481,86.9000015258789
Profile,38000.000000000000000,22.536198347763481,86.9000015258789
Profile,38500.000000000000000,22.536198347763481,86.9000015258789
Profile,39000.000000000000000,22.536198347763481,86.9000015258789
Profile,39500.000000000000000,22.536198347763481,86.9000015258789
Profile,40000.000000000000000,22.536198347763481,86.9000015258789
Profile,40500.000000000000000,22.536198347763481,86.9000015258789
Profile,41000.000000000000000,22.536198347763481,86.9000015258789
Profile,41500.000000000000000,18.880849994515756,86.9000015258789
Profile,42000.000000000000000,18.880849994515756,86.9000015258789
Profile,42500.000000000000000,18.880849994515756,86.8000030517578
Profile,43000.000000000000000,18.880849994515756,86.8000030517578
Profile,43500.000000000000000,18.880849994515756,86.8000030517578
Profile,44000.000000000000000,18.880849994515756,86.8000030517578
Profile,44500.000000000000000,18.880849994515756,86.8000030517578
Profile,45000.000000000000000,18.880849994515756,86.3000030517578
Profile,45500.000000000000000,18.880849994515756,86.3000030517578
Profile,46000.000000000000000,26.086002418189416,86.3000030517578
Profile,46500.000000000000000,26.086002418189416,86.3000030517578
Profile,47000.000000000000000,26.086002418189416,86.3000030517578
Profile,47500.000000000000000,26.086002418189416,86.3000030517578
Profile,48000.000000000000000,26.086002418189416,86.1999969482422
Profile,48500.000000000000000,26.086002418189416,86.1999969482422
Profile,49000.000000000000000,26.086002418189416,86.1999969482422
Profile,49500.000000000000000,26.086002418189416,86.1999969482422
Profile,50000.000000000000000,26.086002418189416,86.1999969482422
Profile,50500.000000000000000,26.086002418189416,86.1999969482422
Profile,51000.000000000000000,31.542027192388304,86.1999969482422
Profile,51500.000000000000000,31.542027192388304,86.1999969482422
Profile,52000.000000000000000,31.542027192388304,86.1999969482422
Profile,52500.000000000000000,31.542027192388304,86.1999969482422
Profile,53000.000000000000000,31.542027192388304,86.1999969482422
Profile,53500.000000000000000,31.542027192388304,86.1999969482422
Profile,54000.000000000000000,31.542027192388304,86.0999984741211
Profile,54500.000000000000000,31.542027192388304,86.0999984741211
Profile,55000.000000000000000,31.542027192388304,86.0999984741211
Profile,55500.000000000000000,31.542027192388304,85.6999969482422
Profile,56000.000000000000000,31.542027192388304,85.6999969482422
Profile,56500.000000000000000,31.542027192388304,85.6999969482422
Profile,57000.000000000000000,29.584596135324531,85.6999969482422
Profile,57500.000000000000000,29.584596135324531,85.6999969482422
Profile,58000.000000000000000,29.584596135324531,85.6999969482422
Profile,58500.000000000000000,29.584596135324531,85.6999969482422
Profile,59000.000000000000000,29.584596135324531,85.6999969482422
Profile,59500.000000000000000,29.584596135324531,85.5999984741211
Profile,60000.000000000000000,29.584596135324531,85.5999984741211
Profile,60500.000000000000000,29.584596135324531,85.5999984741211
Profile,61000.000000000000000,24.698680517289255,85.5999984741211
Profile,61500.000000000000000,24.698680517289255,85.5999984741211
Profile,62000.000000000000000,24.698680517289255,85.5999984741211
Profile,62500.000000000000000,24.698680517289255,85.5999984741211
